1.127908	-.396341	1	0	1	1	0
-2.44532	-1.799002	1	0	1	1	0
4.112974	3.981022	1	0	1	1	0
-1.017055	-.642139	1	0	1	1	0
-.954094	-2.162301	1	0	1	1	0
-.492652	.129888	1	0	1	1	0
.976062	1.926184	1	0	1	1	0
3.267422	1.32315	1	0	1	1	0
-2.339022	-3.544184	1	0	1	1	0
-1.120794	-1.100947	1	0	1	1	0
-2.303975	-2.771866	1	0	1	1	0
-1.14839	-.030082	1	0	1	1	0
2.068485	1.835642	1	0	1	1	0
.905502	2.924748	1	0	1	1	0
1.729401	1.970134	1	0	1	1	0
-1.493121	-.041526	1	0	1	2	0
-.731076	-.732406	1	0	1	2	0
-1.299613	-1.760584	1	0	1	2	0
-1.249053	-2.24024	1	0	1	2	0
-.07535	-.679478	1	0	1	2	0
-1.91278	-1.180884	1	0	1	2	0
-.979293	-2.258249	1	0	1	2	0
-.314942	-.185789	1	0	1	2	0
.26142	-.544786	1	0	1	2	0
-1.629554	-2.64214	1	0	1	2	0
-2.321469	-2.162494	1	0	1	2	0
-.952866	-.889996	1	0	1	2	0
-3.425042	-3.268991	1	0	1	2	0
-2.602975	-2.513579	1	0	1	2	0
-2.56565	-4.547298	1	0	1	2	0
2.187831	2.281415	1	0	1	3	0
6.761871	5.778003	1	0	1	3	0
5.114224	3.873968	1	0	1	3	0
4.716547	3.495053	1	0	1	3	0
-1.745119	-2.094876	1	0	1	3	0
4.095831	2.942593	1	0	1	3	0
-1.712616	-2.717949	1	0	1	3	0
3.166031	3.549612	1	0	1	3	0
6.605993	4.693021	1	0	1	3	0
3.216237	1.447975	1	0	1	3	0
5.129062	6.236004	1	0	1	3	0
2.167552	2.60832	1	0	1	3	0
2.853497	2.282929	1	0	1	3	0
6.68698	5.638216	1	0	1	3	0
3.222207	2.523606	1	0	1	3	0
3.023898	1.152519	1	0	1	4	0
4.022947	4.009475	1	0	1	4	0
1.289914	2.946076	1	0	1	4	0
.293244	-.700485	1	0	1	4	0
1.437084	2.913104	1	0	1	4	0
3.006377	3.16328	1	0	1	4	0
1.179492	.072011	1	0	1	4	0
1.865065	1.387416	1	0	1	4	0
3.305317	1.765701	1	0	1	4	0
-.724955	-2.258407	1	0	1	4	0
3.593766	1.543152	1	0	1	4	0
4.042248	5.632452	1	0	1	4	0
.035007	-1.104368	1	0	1	4	0
1.386175	-.168661	1	0	1	4	0
2.659151	.727339	1	0	1	4	0
-3.647935	-5.977906	1	1	1	5	1
-1.428447	-3.394508	1	1	1	5	1
1.374495	1.561102	1	1	1	5	1
-1.078009	-.058882	1	1	1	5	1
-2.050406	-2.928415	1	1	1	5	1
-4.548855	-3.536247	1	1	1	5	1
-1.412143	-2.447447	1	1	1	5	1
.79868	-.621096	1	1	1	5	1
-1.964081	-1.576681	1	1	1	5	1
2.386376	.55593	1	1	1	5	1
2.136143	.830166	1	1	1	5	1
-2.971078	-1.390887	1	1	1	5	1
-2.05177	-2.009462	1	1	1	5	1
-4.386028	-4.355755	1	1	1	5	1
.178201	-1.281995	1	1	1	5	1
4.760885	2.492976	1	1	1	6	1
5.102247	2.270641	1	1	1	6	1
3.174894	3.591705	1	1	1	6	1
-1.377536	-1.748877	1	1	1	6	1
4.76418	3.213594	1	1	1	6	1
2.95537	1.274422	1	1	1	6	1
1.052301	-1.194092	1	1	1	6	1
5.047907	3.10162	1	1	1	6	1
-1.233455	-3.396453	1	1	1	6	1
-2.154819	-4.592304	1	1	1	6	1
2.999035	.605863	1	1	1	6	1
-.070001	-.05543	1	1	1	6	1
6.673284	3.647664	1	1	1	6	1
.496003	.094739	1	1	1	6	1
2.619385	.727778	1	1	1	6	1
2.672395	3.567256	0	0	1	7	0
1.71542	.837275	0	0	1	7	0
1.278238	-.135388	0	0	1	7	0
-1.784299	.331156	0	0	1	7	0
4.514144	4.283337	0	0	1	7	0
