    2.508194     0.601506     1.001643      1
    2.085030     0.614471     1.001643      1
    2.385114     0.290892     1.001643      1
    3.169206     0.223935     1.001643      1
    2.603438     0.579727     1.001643      1
    1.554069     0.874035     1.001643      1
    3.807108     2.087935     1.001643      1
    3.159053    -0.560994     1.001643      1
    2.510178    -0.808434     1.001643      1
    5.057937     0.837898     1.001643      1
    4.355600     1.176951     1.001643      1
    4.286660     1.166890     1.001643      1
    2.787306    -0.917652     1.001643      1
    2.667387     0.767814     1.001643      1
    2.787386     0.573490     1.001643      1
    1.051750    -2.744026    -1.594933      2
    0.788090    -0.985196    -1.594933      2
    1.134557     0.494586    -1.594933      2
    0.972979    -1.084760    -1.594933      2
    1.395965    -0.096498    -1.594933      2
    2.533547     0.807734    -1.594933      2
    3.745326     1.012757    -1.594933      2
    1.281870    -0.888790    -1.594933      2
    0.398687    -1.162854    -1.594933      2
    1.780265    -0.628781    -1.594933      2
    2.479845    -0.343037    -1.594933      2
    0.204252     0.451477    -1.594933      2
    0.682967    -1.616400    -1.594933      2
    1.734157     0.066544    -1.594933      2
    4.297212    -0.442150    -1.594933      2
    0.115198    -0.809931    -0.898376      3
   -1.610069    -0.440371    -0.898376      3
    0.294127    -0.810244    -0.898376      3
   -0.126986     0.700895    -0.898376      3
   -1.611803    -1.439285    -0.898376      3
   -0.048966    -1.553901    -0.898376      3
    0.724784    -0.073678    -0.898376      3
    0.206293     0.752459    -0.898376      3
   -0.219166    -0.642487    -0.898376      3
    0.854891    -1.534388    -0.898376      3
   -0.830307    -0.710413    -0.898376      3
   -1.021052    -2.061448    -0.898376      3
   -1.001290    -2.273690    -0.898376      3
   -1.533917    -2.015815    -0.898376      3
    0.270874    -1.053914    -0.898376      3
    4.169974     1.030312     1.437562      4
    3.797468     0.884508     1.437562      4
    4.437329     0.085084     1.437562      4
    5.568182     2.107097     1.437562      4
    5.987292     2.652328     1.437562      4
    4.366312     1.469817     1.437562      4
    0.918980     0.018904     1.437562      4
    3.569961     2.291466     1.437562      4
    3.702511     1.748752     1.437562      4
    3.714894     0.924421     1.437562      4
    4.802576     1.340775     1.437562      4
    3.262249     0.688532     1.437562      4
    5.367795     2.501761     1.437562      4
    4.015650     1.110356     1.437562      4
    3.909827     1.880076     1.437562      4
    2.139958    -0.017022     0.675151      5
    2.368990    -0.655002     0.675151      5
    3.385509     0.427464     0.675151      5
    4.061006    -0.709791     0.675151      5
    0.869358    -2.053600     0.675151      5
    3.336049     0.025936     0.675151      5
    0.736023    -1.899087     0.675151      5
    2.402239    -0.168572     0.675151      5
    0.636324    -0.121948     0.675151      5
    2.179632    -1.302501     0.675151      5
    2.256271    -1.797520     0.675151      5
    1.839036    -0.394344     0.675151      5
    2.949488     0.694588     0.675151      5
    3.310302     1.139312     0.675151      5
    1.716804    -0.372805     0.675151      5
    1.230665    -0.612464    -0.570428      6
    0.090110    -1.786172    -0.570428      6
    0.951290    -1.949588    -0.570428      6
   -0.477872    -0.692594    -0.570428      6
   -0.254773    -1.321103    -0.570428      6
   -0.779207    -2.297627    -0.570428      6
    1.939397    -0.936766    -0.570428      6
    0.331573    -0.287883    -0.570428      6
   -0.769258    -2.224663    -0.570428      6
    2.240629     0.225576    -0.570428      6
    2.441157    -1.000388    -0.570428      6
    0.427607    -0.204121    -0.570428      6
   -0.938727    -1.588354    -0.570428      6
   -1.465521    -2.345459    -0.570428      6
    1.955685    -0.862707    -0.570428      6
    6.557377     1.614449     2.749200      7
    0.641431    -2.889242     2.749200      7
    7.251512     2.845875     2.749200      7
    2.709344     0.957306     2.749200      7
   -0.294659    -0.451574     2.749200      7
    4.958923     1.413211     2.749200      7
    5.787799     0.893963     2.749200      7
    3.196270     0.385186     2.749200      7
    7.398568     1.860025     2.749200      7
    4.113630     1.197647     2.749200      7
    3.201391    -0.688309     2.749200      7
    4.690235     1.484368     2.749200      7
    2.835494    -0.245800     2.749200      7
    3.461972    -1.080491     2.749200      7
    3.986371     0.850565     2.749200      7
    3.176540     0.140305     1.554758      8
    4.260094     1.628089     1.554758      8
