-2.863391	-3.346974	1	0	1	1	0
-.767203	-1.236067	1	0	1	1	0
1.063489	.231835	1	0	1	1	0
-.388348	-1.276005	1	0	1	1	0
-1.839164	-2.687335	1	0	1	1	0
-1.858191	-1.338022	1	0	1	1	0
-.408951	-3.163404	1	0	1	1	0
.775362	2.117746	1	0	1	1	0
2.755793	2.687906	1	0	1	1	0
.208943	-.301368	1	0	1	1	0
-2.315304	.349582	1	0	1	1	0
.65615	.536526	1	0	1	1	0
.145526	.535429	1	0	1	1	0
-.639027	-1.526364	1	0	1	1	0
1.66953	2.3025	1	0	1	1	0
-.882051	-1.248281	1	1	1	2	1
4.396567	1.871301	1	1	1	2	1
.718121	1.432254	1	1	1	2	1
-.441879	-1.379681	1	1	1	2	1
-.056054	-1.852752	1	1	1	2	1
3.084016	-1.282127	1	1	1	2	1
-1.127404	-3.528388	1	1	1	2	1
3.397215	3.407866	1	1	1	2	1
4.844029	1.696571	1	1	1	2	1
2.560473	1.264111	1	1	1	2	1
4.435876	3.510995	1	1	1	2	1
1.081611	.650995	1	1	1	2	1
2.690182	3.042556	1	1	1	2	1
-2.023819	-2.116819	1	1	1	2	1
.926436	-.428045	1	1	1	2	1
2.643061	3.420316	0	1	1	3	0
.673748	-.644748	0	1	1	3	0
1.249275	-.776525	0	1	1	3	0
2.319701	.583092	0	1	1	3	0
2.490436	2.745051	0	1	1	3	0
-2.705403	-.5168	0	1	1	3	0
1.530401	.951831	0	1	1	3	0
1.151912	-1.312697	0	1	1	3	0
.377434	-1.001543	0	1	1	3	0
-.130682	-2.254037	0	1	1	3	0
-.610591	.530122	0	1	1	3	0
-.921148	-.678934	0	1	1	3	0
-.700769	-2.134195	0	1	1	3	0
-.207463	-.930114	0	1	1	3	0
-2.335749	-1.123052	0	1	1	3	0
.407815	.757309	0	1	1	4	0
1.818781	.7341	0	1	1	4	0
-1.858108	-2.77783	0	1	1	4	0
2.437389	.282556	0	1	1	4	0
.025896	.226017	0	1	1	4	0
-1.166148	-.964248	0	1	1	4	0
-.671884	-1.96411	0	1	1	4	0
-1.849378	-2.723855	0	1	1	4	0
1.596886	-.227642	0	1	1	4	0
.139911	.113592	0	1	1	4	0
2.924623	1.762321	0	1	1	4	0
1.093914	-1.199091	0	1	1	4	0
-.296825	.923014	0	1	1	4	0
-1.060986	-1.986586	0	1	1	4	0
3.55718	1.055777	0	1	1	4	0
-.235555	.040117	0	0	1	5	0
-.581575	-2.051309	0	0	1	5	0
3.03486	2.801751	0	0	1	5	0
-2.701032	-1.289974	0	0	1	5	0
.292706	-1.42648	0	0	1	5	0
-1.038302	.809335	0	0	1	5	0
1.809762	1.45869	0	0	1	5	0
2.038015	.754825	0	0	1	5	0
.820224	-.334907	0	0	1	5	0
-.904946	.915366	0	0	1	5	0
-.735423	-.612416	0	0	1	5	0
3.18514	4.097896	0	0	1	5	0
.51268	1.501475	0	0	1	5	0
1.27017	2.813152	0	0	1	5	0
2.298421	3.522731	0	0	1	5	0
-1.643682	-1.996314	1	1	1	6	1
3.454183	2.885171	1	1	1	6	1
-1.762385	-2.021023	1	1	1	6	1
-2.017791	-2.886155	1	1	1	6	1
-.434578	-.496845	1	1	1	6	1
-2.424028	-1.696285	1	1	1	6	1
-1.609911	-.513161	1	1	1	6	1
.582336	-.415541	1	1	1	6	1
.721222	1.733811	1	1	1	6	1
1.844321	-.441825	1	1	1	6	1
2.65924	1.04815	1	1	1	6	1
3.951069	1.933731	1	1	1	6	1
-.843369	-1.761581	1	1	1	6	1
-4.813066	-4.290441	1	1	1	6	1
-4.324997	-4.124174	1	1	1	6	1
1.22047	3.397068	0	1	1	7	0
1.67511	2.846373	0	1	1	7	0
-1.505761	-2.498916	0	1	1	7	0
2.820874	2.001726	0	1	1	7	0
