    0.266901     0.970516      1
   -3.346974    -2.734944      1
    1.012908     0.477355      1
   -1.236067    -0.604594      1
    1.174642     1.014205      1
    0.231835     0.777117      1
    1.518090     1.945333      1
   -1.276005    -0.944276      1
    1.532036     1.710926      1
   -2.687335     0.390843      1
   -0.593841    -0.311528      1
   -1.338022    -0.908192      1
    2.675176     1.205209      1
   -3.163404    -1.316762      1
    1.459762     3.142423      1
    3.170717     2.967390      2
    3.522719     2.044867      2
    3.743536     0.718029      2
    4.092879     3.708310      2
    2.724567     1.427157      2
    1.103605     0.395455      2
    3.555696     1.936629      2
    1.754555    -1.932929      2
    2.867590    -1.658863      2
    1.941499     2.727800      2
    0.077735    -1.068848      2
    1.940402     1.485722      2
    5.847029     3.036841      2
   -0.121392    -0.553395      2
    2.459524     1.191719      2
    2.627543     0.540574      3
    1.705868     1.888875      3
    2.337183     2.864507      3
   -0.765505    -3.074413      3
    1.747300    -0.688713      3
    0.569469    -0.607581      3
   -0.245488     0.111107      3
    2.354077     0.780488      3
   -1.200313    -0.263852      3
    1.915029    -0.415831      3
   -2.418338    -4.565479      3
   -0.896906    -1.031353      3
    1.145163    -0.625130      3
    1.218873    -0.246610      3
   -3.367326     0.272580      3
   -3.004799    -1.652819      4
   -2.820050    -1.450859      4
   -0.412588     3.104519      4
   -5.066310    -3.302404      4
    0.021283     1.037205      4
    1.869944     3.966376      4
   -3.812045    -3.053842      4
    0.158649    -0.573882      4
   -2.639648     0.699924      4
   -0.273811     1.415475      4
   -4.253965    -2.529116      4
    1.973072     2.510000      4
   -3.222833    -1.626314      4
   -0.886928    -0.456297      4
   -2.600623    -2.194810      4
    2.558792    -0.101034      5
   -1.207088    -3.375962      5
    0.990992    -1.941775      5
    0.481687    -0.560948      5
   -1.115822    -2.027990      5
   -0.103188    -1.353387      5
    2.060940     1.131252      5
    5.448054     3.354524      5
    1.553081    -0.238804      5
    1.382990     0.417278      5
    0.165653    -0.066008      5
    1.251213    -1.614572      5
    2.073659     2.141345      5
    2.610830     1.071018      5
    2.958757     2.832157      5
    1.746521     0.717409      6
    1.921188    -0.744134      6
    4.170742     0.070428      6
    3.389819     2.117074      6
   -0.903989    -0.928458      6
    1.125291    -0.582559      6
    0.655728     1.752450      6
    1.436446     0.454317      6
    1.274268     1.223880      6
    0.183951    -0.873480      6
    0.884988     1.406335      6
    2.968110     2.212329      6
    1.027599    -1.186812      6
    1.759054     1.359566      6
    1.744885     0.043704      6
    1.433203     3.966545      7
   -4.325352    -2.204881      7
   -1.015107     2.367845      7
   -0.931749     2.607966      7
   -0.593946     1.874868      7
   -1.124686     2.987203      7
    2.534467     2.403662      7
   -0.583135     1.097094      7
    0.346768     3.704713      7
   -0.019038     0.546273      7
    1.124030     2.163762      7
   -0.042247     2.220047      7
   -1.594896     1.418155      7
   -3.554177    -3.297868      7
   -2.310106    -0.021360      7
   -0.142404    -0.795994      8
    0.404515    -1.132619      8
   -1.484337    -1.193052      8
    0.347976    -1.814728      8
    3.471826     0.405617      8
   -0.842289    -1.960284      8
    1.796797    -1.174239      8
   -1.842150    -2.667852      8
    0.300272    -1.077306      8
   -2.601895    -3.387605      8
   -1.951604    -3.448504      8
   -0.105683    -3.006618      8
   -0.284930    -0.665871      8
    0.235552    -2.686703      8
   -2.882012    -4.473499      8
   -2.311921    -2.627379      9
   -0.414537    -2.113997      9
    1.794472     1.196155      9
    1.707568    -1.987519      9
   -1.207593    -4.293919      9
   -1.202032    -3.292326      9
    2.734485     0.423263      9
    1.840331    -0.386450      9
   -1.949016    -1.139262      9
    1.875091    -0.438477      9
   -1.141168    -3.477207      9
    0.376009    -2.805934      9
   -2.407585    -3.539717      9
   -1.715418    -3.065831      9
    3.639359     2.624959      9
    1.713544     4.165307     10
   -0.658698     3.183266     10
   -6.252487    -4.670029     10
   -0.795204     3.636021     10
    0.654984     3.958891     10
    1.440610     1.631257     10
   -2.429201    -1.628116     10
    2.089966    -0.980824     10
    2.352419     4.525759     10
