   -2.747166    -1.076159     1.000000      1
   -0.596349    -0.049626     1.000000      1
    1.116105     1.079283     1.000000      1
    0.720310     1.155355     1.000000      1
   -0.977729    -0.067427     1.000000      1
    0.568865     0.334060     1.000000      1
   -0.394888     0.277399     1.000000      1
    0.108811     1.023427     1.000000      1
   -2.590324    -0.618224     1.000000      1
    2.689652     2.735941     1.000000      1
    1.621143     1.814563     1.000000      1
    0.500798     1.179118     1.000000      1
    2.409038     2.247220     1.000000      1
    0.530434     0.731886     1.000000      1
    1.950068     1.603076     1.000000      1
   -0.855315    -1.591955     0.000000      2
   -1.434820    -2.465245     0.000000      2
    2.481571    -0.587314     0.000000      2
   -0.473969    -1.847613     0.000000      2
    0.653534    -1.341534     0.000000      2
   -2.003564    -2.636169     0.000000      2
    0.367962    -0.965210     0.000000      2
   -3.285946    -3.331570     0.000000      2
   -1.142374    -2.394944     0.000000      2
    0.657832    -1.064069     0.000000      2
   -2.654476    -2.708642     0.000000      2
   -2.553790    -3.661715     0.000000      2
   -2.395245    -2.862193     0.000000      2
   -1.974799    -2.705905     0.000000      2
   -4.505973    -3.058940     0.000000      2
   -1.499913    -0.942692     0.000000      3
    3.746925     1.229186     0.000000      3
    0.927723     0.450429     0.000000      3
    2.373949     0.697071     0.000000      3
    1.045088     0.011175     0.000000      3
    2.859849     1.584496     0.000000      3
   -2.725051    -1.593847     0.000000      3
    0.182584    -0.400234     0.000000      3
    0.151747    -0.199170     0.000000      3
   -1.306714    -0.386325     0.000000      3
    1.004495     0.071391     0.000000      3
   -2.113985    -1.348556     0.000000      3
   -0.770184    -0.549395     0.000000      3
   -0.298441    -0.545833     0.000000      3
    0.579130     0.315422     0.000000      3
    0.243094     0.082129     1.000000      4
    1.278770     0.557224     1.000000      4
    0.833201     0.748269     1.000000      4
    0.112349     0.217868     1.000000      4
    3.139339     1.880069     1.000000      4
    0.004074    -0.095642     1.000000      4
    2.274432     0.320037     1.000000      4
    0.125152    -0.525291     1.000000      4
   -0.327602    -0.583914     1.000000      4
    2.720605     1.307766     1.000000      4
   -0.200317    -0.020473     1.000000      4
   -0.481272    -0.543502     1.000000      4
    1.246903     0.665249     1.000000      4
   -1.888541    -1.161156     1.000000      4
    0.201779    -0.255632     1.000000      4
   -2.420390    -0.285650     0.000000      5
    2.010633     2.390734     0.000000      5
    0.767725     1.781552     0.000000      5
    3.017430     3.550938     0.000000      5
    0.776962     1.556504     0.000000      5
    2.362884     2.743985     0.000000      5
    2.235565     2.268232     0.000000      5
    0.691885     1.551709     0.000000      5
   -1.761497    -0.424943     0.000000      5
    0.083667     1.438888     0.000000      5
    0.386010     1.761825     0.000000      5
    0.648339     1.389550     0.000000      5
    0.804990     1.578529     0.000000      5
   -0.655493     0.787840     0.000000      5
    2.042863     2.105082     0.000000      5
   -2.299244    -1.056340     0.000000      6
   -0.549253    -0.188829     0.000000      6
   -0.319628     0.282408     0.000000      6
   -1.956055    -1.447097     0.000000      6
    1.533746     0.708971     0.000000      6
    1.138274     0.565294     0.000000      6
    0.890893     1.025935     0.000000      6
   -2.529567    -1.583713     0.000000      6
   -1.669322    -0.988836     0.000000      6
   -0.266478     0.191435     0.000000      6
   -2.307544    -0.533699     0.000000      6
   -0.514573    -0.467945     0.000000      6
   -0.321042    -0.477125     0.000000      6
   -0.051914    -0.315249     0.000000      6
    2.467165     1.875863     0.000000      6
   -0.242730     2.456453     1.000000      7
   -0.832772     1.241929     1.000000      7
    0.879681     2.990913     1.000000      7
   -0.623718     1.069612     1.000000      7
    2.105730     1.881442     1.000000      7
    2.459322     3.428770     1.000000      7
    0.315611     2.681912     1.000000      7
    0.547682     2.033110     1.000000      7
    1.641513     3.719607     1.000000      7
   -0.787469     1.409671     1.000000      7
    1.469025     2.822450     1.000000      7
   -1.854271     0.952076     1.000000      7
    4.360668     4.161906     1.000000      7
    1.411277     2.985582     1.000000      7
    0.630806     2.233526     1.000000      7
    3.191077     2.265053     1.000000      8
    0.125647     0.574029     1.000000      8
    0.991660     1.031592     1.000000      8
   -0.615005     0.211131     1.000000      8
   -0.529329     0.786502     1.000000      8
   -0.219107     1.234823     1.000000      8
    3.747493     2.964026     1.000000      8
    0.791091     0.991258     1.000000      8
   -1.289609     0.507590     1.000000      8
    0.261870     0.904619     1.000000      8
   -2.550786    -0.833279     1.000000      8
    1.593813     1.918719     1.000000      8
   -1.632459    -0.198554     1.000000      8
    0.788445     1.190289     1.000000      8
   -0.783207    -0.204828     1.000000      8
